,rates,start_at,base,end_at
2020-06-05,"{'EUR': 0.1341129768, 'USD': 0.1519500027, 'GBP': 0.1199613755}",2018-01-01,DKK,2021-01-01
2020-06-08,"{'EUR': 0.1341291664, 'USD': 0.1513647643, 'GBP': 0.1196070015}",2018-01-01,DKK,2021-01-01
2020-06-09,"{'EUR': 0.1341057826, 'USD': 0.1514590709, 'GBP': 0.1195150735}",2018-01-01,DKK,2021-01-01
2020-06-10,"{'EUR': 0.1341327646, 'USD': 0.1525760197, 'GBP': 0.1193285314}",2018-01-01,DKK,2021-01-01
2020-06-11,"{'EUR': 0.1341399616, 'USD': 0.1522220285, 'GBP': 0.1202765966}",2018-01-01,DKK,2021-01-01
2020-06-12,"{'EUR': 0.134136363, 'USD': 0.1516277448, 'GBP': 0.1202572735}",2018-01-01,DKK,2021-01-01
2020-06-15,"{'EUR': 0.1341219705, 'USD': 0.1509274534, 'GBP': 0.1202376641}",2018-01-01,DKK,2021-01-01
2020-06-16,"{'EUR': 0.1341183729, 'USD': 0.151661056, 'GBP': 0.1198615898}",2018-01-01,DKK,2021-01-01
2020-06-17,"{'EUR': 0.1341201717, 'USD': 0.1506437768, 'GBP': 0.1199678112}",2018-01-01,DKK,2021-01-01
2020-06-18,"{'EUR': 0.1341273673, 'USD': 0.1505177316, 'GBP': 0.1207521863}",2018-01-01,DKK,2021-01-01
2020-06-19,"{'EUR': 0.1341309655, 'USD': 0.1503608123, 'GBP': 0.1213952303}",2018-01-01,DKK,2021-01-01
2020-06-22,"{'EUR': 0.1341507586, 'USD': 0.1504232456, 'GBP': 0.1211756972}",2018-01-01,DKK,2021-01-01
2020-06-23,"{'EUR': 0.1341615573, 'USD': 0.1518440506, 'GBP': 0.1215906194}",2018-01-01,DKK,2021-01-01
2020-06-24,"{'EUR': 0.1341741581, 'USD': 0.1513484503, 'GBP': 0.1212169596}",2018-01-01,DKK,2021-01-01
2020-06-25,"{'EUR': 0.1341669574, 'USD': 0.1502669922, 'GBP': 0.1209287037}",2018-01-01,DKK,2021-01-01
2020-06-26,"{'EUR': 0.1341867611, 'USD': 0.1504636153, 'GBP': 0.1215396589}",2018-01-01,DKK,2021-01-01
2020-06-29,"{'EUR': 0.1341723578, 'USD': 0.1514000886, 'GBP': 0.1228213763}",2018-01-01,DKK,2021-01-01
2020-06-30,"{'EUR': 0.1341813595, 'USD': 0.1502562864, 'GBP': 0.1224310979}",2018-01-01,DKK,2021-01-01
2020-07-01,"{'EUR': 0.1341777587, 'USD': 0.1502790897, 'GBP': 0.1213369472}",2018-01-01,DKK,2021-01-01
2020-07-02,"{'EUR': 0.1342173785, 'USD': 0.1514777333, 'GBP': 0.1210976297}",2018-01-01,DKK,2021-01-01
2020-07-03,"{'EUR': 0.1341993666, 'USD': 0.150625369, 'GBP': 0.1209404692}",2018-01-01,DKK,2021-01-01
2020-07-06,"{'EUR': 0.1341993666, 'USD': 0.1519807827, 'GBP': 0.1214571367}",2018-01-01,DKK,2021-01-01
2020-07-07,"{'EUR': 0.1341885618, 'USD': 0.1514988862, 'GBP': 0.1209709884}",2018-01-01,DKK,2021-01-01
2020-07-08,"{'EUR': 0.1342408011, 'USD': 0.1515041682, 'GBP': 0.1207133556}",2018-01-01,DKK,2021-01-01
2020-07-09,"{'EUR': 0.134222783, 'USD': 0.1522354805, 'GBP': 0.1203374361}",2018-01-01,DKK,2021-01-01
2020-07-10,"{'EUR': 0.1342588242, 'USD': 0.1513902501, 'GBP': 0.1202556288}",2018-01-01,DKK,2021-01-01
2020-07-13,"{'EUR': 0.1343219428, 'USD': 0.152173329, 'GBP': 0.1208064689}",2018-01-01,DKK,2021-01-01
2020-07-14,"{'EUR': 0.1343237471, 'USD': 0.1527932623, 'GBP': 0.1219364111}",2018-01-01,DKK,2021-01-01
2020-07-15,"{'EUR': 0.1342912778, 'USD': 0.1536829383, 'GBP': 0.1215873229}",2018-01-01,DKK,2021-01-01
2020-07-16,"{'EUR': 0.1343147263, 'USD': 0.1533068286, 'GBP': 0.1220585075}",2018-01-01,DKK,2021-01-01
2020-07-17,"{'EUR': 0.1343129222, 'USD': 0.1534928075, 'GBP': 0.1223295233}",2018-01-01,DKK,2021-01-01
2020-07-20,"{'EUR': 0.134264232, 'USD': 0.1537056928, 'GBP': 0.1216098281}",2018-01-01,DKK,2021-01-01
2020-07-21,"{'EUR': 0.1343201386, 'USD': 0.1537025346, 'GBP': 0.1209620008}",2018-01-01,DKK,2021-01-01
2020-07-22,"{'EUR': 0.1343327691, 'USD': 0.1555304801, 'GBP': 0.1224080492}",2018-01-01,DKK,2021-01-01
2020-07-23,"{'EUR': 0.1343562321, 'USD': 0.1554367249, 'GBP': 0.1225261659}",2018-01-01,DKK,2021-01-01
2020-07-24,"{'EUR': 0.1343399876, 'USD': 0.1559418577, 'GBP': 0.1222292378}",2018-01-01,DKK,2021-01-01
2020-07-27,"{'EUR': 0.1343435972, 'USD': 0.1579880703, 'GBP': 0.1227094417}",2018-01-01,DKK,2021-01-01
2020-07-28,"{'EUR': 0.1343562321, 'USD': 0.1574251972, 'GBP': 0.1222211772}",2018-01-01,DKK,2021-01-01
2020-07-29,"{'EUR': 0.1343598425, 'USD': 0.1575369154, 'GBP': 0.1214411437}",2018-01-01,DKK,2021-01-01
2020-07-30,"{'EUR': 0.1343616478, 'USD': 0.157780883, 'GBP': 0.1212855722}",2018-01-01,DKK,2021-01-01
2020-07-31,"{'EUR': 0.1343327691, 'USD': 0.1591574649, 'GBP': 0.1209706886}",2018-01-01,DKK,2021-01-01
2020-08-03,"{'EUR': 0.1342894744, 'USD': 0.1574678377, 'GBP': 0.1208779846}",2018-01-01,DKK,2021-01-01
2020-08-04,"{'EUR': 0.1342966882, 'USD': 0.1580000537, 'GBP': 0.1213169133}",2018-01-01,DKK,2021-01-01
2020-08-05,"{'EUR': 0.1342137757, 'USD': 0.1590970097, 'GBP': 0.1211480646}",2018-01-01,DKK,2021-01-01
2020-08-06,"{'EUR': 0.1342281879, 'USD': 0.158966443, 'GBP': 0.1208496644}",2018-01-01,DKK,2021-01-01
2020-08-07,"{'EUR': 0.1342588242, 'USD': 0.1586536525, 'GBP': 0.1213337272}",2018-01-01,DKK,2021-01-01
2020-08-10,"{'EUR': 0.1342660347, 'USD': 0.1579371366, 'GBP': 0.1210475436}",2018-01-01,DKK,2021-01-01
2020-08-11,"{'EUR': 0.1342840645, 'USD': 0.1582269132, 'GBP': 0.1206448321}",2018-01-01,DKK,2021-01-01
2020-08-12,"{'EUR': 0.1342786551, 'USD': 0.1580594049, 'GBP': 0.1214886132}",2018-01-01,DKK,2021-01-01
2020-08-13,"{'EUR': 0.134275049, 'USD': 0.1588876655, 'GBP': 0.12134839}",2018-01-01,DKK,2021-01-01
2020-08-14,"{'EUR': 0.1342822613, 'USD': 0.1586276353, 'GBP': 0.1210863435}",2018-01-01,DKK,2021-01-01
2020-08-17,"{'EUR': 0.1342822613, 'USD': 0.1591647643, 'GBP': 0.1216932993}",2018-01-01,DKK,2021-01-01
2020-08-18,"{'EUR': 0.1342894744, 'USD': 0.1598850482, 'GBP': 0.1213641125}",2018-01-01,DKK,2021-01-01
2020-08-19,"{'EUR': 0.1343129222, 'USD': 0.1602756101, 'GBP': 0.1213450096}",2018-01-01,DKK,2021-01-01
2020-08-20,"{'EUR': 0.1343165303, 'USD': 0.1591650884, 'GBP': 0.1211172449}",2018-01-01,DKK,2021-01-01
2020-08-21,"{'EUR': 0.1343345737, 'USD': 0.1580983598, 'GBP': 0.1205719966}",2018-01-01,DKK,2021-01-01
2020-08-24,"{'EUR': 0.134345402, 'USD': 0.1591589978, 'GBP': 0.1211459663}",2018-01-01,DKK,2021-01-01
2020-08-25,"{'EUR': 0.1343670639, 'USD': 0.1587412493, 'GBP': 0.1208564557}",2018-01-01,DKK,2021-01-01
2020-08-26,"{'EUR': 0.1343381829, 'USD': 0.1583712839, 'GBP': 0.1204879163}",2018-01-01,DKK,2021-01-01
2020-08-27,"{'EUR': 0.1343562321, 'USD': 0.1586209676, 'GBP': 0.1202555456}",2018-01-01,DKK,2021-01-01
2020-08-28,"{'EUR': 0.1343381829, 'USD': 0.160063945, 'GBP': 0.1201896855}",2018-01-01,DKK,2021-01-01
2020-08-31,"{'EUR': 0.1343381829, 'USD': 0.1603997904, 'GBP': 0.1203737288}",2018-01-01,DKK,2021-01-01
2020-09-01,"{'EUR': 0.1343472069, 'USD': 0.1610419969, 'GBP': 0.1195354274}",2018-01-01,DKK,2021-01-01
2020-09-02,"{'EUR': 0.1343869268, 'USD': 0.1593963339, 'GBP': 0.1193893458}",2018-01-01,DKK,2021-01-01
2020-09-03,"{'EUR': 0.1344067956, 'USD': 0.1587747477, 'GBP': 0.1198034973}",2018-01-01,DKK,2021-01-01
2020-09-04,"{'EUR': 0.1344031827, 'USD': 0.1591602489, 'GBP': 0.1200556429}",2018-01-01,DKK,2021-01-01
2020-09-07,"{'EUR': 0.1343887328, 'USD': 0.1589012377, 'GBP': 0.1207281182}",2018-01-01,DKK,2021-01-01
2020-09-08,"{'EUR': 0.1343959574, 'USD': 0.1583856358, 'GBP': 0.1215651753}",2018-01-01,DKK,2021-01-01
2020-09-09,"{'EUR': 0.1344031827, 'USD': 0.158232867, 'GBP': 0.122593175}",2018-01-01,DKK,2021-01-01
2020-09-10,"{'EUR': 0.1344013763, 'USD': 0.1592521907, 'GBP': 0.1230982205}",2018-01-01,DKK,2021-01-01
2020-09-11,"{'EUR': 0.1344049891, 'USD': 0.1593236741, 'GBP': 0.1242009623}",2018-01-01,DKK,2021-01-01
2020-09-14,"{'EUR': 0.1344122154, 'USD': 0.159627947, 'GBP': 0.1239146214}",2018-01-01,DKK,2021-01-01
2020-09-15,"{'EUR': 0.1344158288, 'USD': 0.1598473036, 'GBP': 0.1237902575}",2018-01-01,DKK,2021-01-01
2020-09-16,"{'EUR': 0.1344158288, 'USD': 0.1595381472, 'GBP': 0.1228869832}",2018-01-01,DKK,2021-01-01
2020-09-17,"{'EUR': 0.1344158288, 'USD': 0.1585703532, 'GBP': 0.1230308081}",2018-01-01,DKK,2021-01-01
2020-09-18,"{'EUR': 0.1344031827, 'USD': 0.1590392861, 'GBP': 0.1227342983}",2018-01-01,DKK,2021-01-01
2020-09-21,"{'EUR': 0.1343941512, 'USD': 0.158410386, 'GBP': 0.123115794}",2018-01-01,DKK,2021-01-01
2020-09-22,"{'EUR': 0.1343778975, 'USD': 0.1577596517, 'GBP': 0.1232823145}",2018-01-01,DKK,2021-01-01
2020-09-23,"{'EUR': 0.1343562321, 'USD': 0.1570893066, 'GBP': 0.1234532239}",2018-01-01,DKK,2021-01-01
2020-09-24,"{'EUR': 0.1343634531, 'USD': 0.1564662412, 'GBP': 0.122577091}",2018-01-01,DKK,2021-01-01
2020-09-25,"{'EUR': 0.1342912778, 'USD': 0.1562344726, 'GBP': 0.1226656819}",2018-01-01,DKK,2021-01-01
2020-09-28,"{'EUR': 0.1343020991, 'USD': 0.1567305497, 'GBP': 0.1215541439}",2018-01-01,DKK,2021-01-01
2020-09-29,"{'EUR': 0.1342984918, 'USD': 0.1571560951, 'GBP': 0.1221619371}",2018-01-01,DKK,2021-01-01
2020-09-30,"{'EUR': 0.1342966882, 'USD': 0.1572345626, 'GBP': 0.1225255835}",2018-01-01,DKK,2021-01-01
2020-10-01,"{'EUR': 0.1343706749, 'USD': 0.1579124172, 'GBP': 0.1219051074}",2018-01-01,DKK,2021-01-01
2020-10-02,"{'EUR': 0.134383315, 'USD': 0.1576316285, 'GBP': 0.1218493832}",2018-01-01,DKK,2021-01-01
2020-10-05,"{'EUR': 0.1344086022, 'USD': 0.158172043, 'GBP': 0.1220564516}",2018-01-01,DKK,2021-01-01
2020-10-06,"{'EUR': 0.1343941512, 'USD': 0.1585179013, 'GBP': 0.1223766262}",2018-01-01,DKK,2021-01-01
2020-10-07,"{'EUR': 0.1343706749, 'USD': 0.1581542844, 'GBP': 0.1228322651}",2018-01-01,DKK,2021-01-01
2020-10-08,"{'EUR': 0.1343670639, 'USD': 0.1580828507, 'GBP': 0.1223210567}",2018-01-01,DKK,2021-01-01
2020-10-09,"{'EUR': 0.1343688694, 'USD': 0.1584880815, 'GBP': 0.1225000672}",2018-01-01,DKK,2021-01-01
2020-10-12,"{'EUR': 0.134354427, 'USD': 0.1585247884, 'GBP': 0.1217224238}",2018-01-01,DKK,2021-01-01
2020-10-13,"{'EUR': 0.1343508169, 'USD': 0.1583593078, 'GBP': 0.1217097485}",2018-01-01,DKK,2021-01-01
2020-10-14,"{'EUR': 0.1343381829, 'USD': 0.157847365, 'GBP': 0.1214350005}",2018-01-01,DKK,2021-01-01
2020-10-15,"{'EUR': 0.1343562321, 'USD': 0.1571699203, 'GBP': 0.1216394147}",2018-01-01,DKK,2021-01-01
2020-10-16,"{'EUR': 0.1343724805, 'USD': 0.1577667294, 'GBP': 0.1221647407}",2018-01-01,DKK,2021-01-01
2020-10-19,"{'EUR': 0.1343905389, 'USD': 0.1583792501, 'GBP': 0.1217417014}",2018-01-01,DKK,2021-01-01
2020-10-20,"{'EUR': 0.1343634531, 'USD': 0.1586832382, 'GBP': 0.1227127981}",2018-01-01,DKK,2021-01-01
2020-10-21,"{'EUR': 0.1343508169, 'USD': 0.1592325881, 'GBP': 0.1219287403}",2018-01-01,DKK,2021-01-01
2020-10-22,"{'EUR': 0.134392345, 'USD': 0.158865191, 'GBP': 0.1213200016}",2018-01-01,DKK,2021-01-01
2020-10-23,"{'EUR': 0.1343959574, 'USD': 0.1593398471, 'GBP': 0.1218635343}",2018-01-01,DKK,2021-01-01
2020-10-26,"{'EUR': 0.1343869268, 'USD': 0.1588319088, 'GBP': 0.1219628555}",2018-01-01,DKK,2021-01-01
2020-10-27,"{'EUR': 0.1343977636, 'USD': 0.1590194339, 'GBP': 0.1219229632}",2018-01-01,DKK,2021-01-01
2020-10-28,"{'EUR': 0.134345402, 'USD': 0.157546853, 'GBP': 0.1218002284}",2018-01-01,DKK,2021-01-01
2020-10-29,"{'EUR': 0.1342966882, 'USD': 0.1571808439, 'GBP': 0.1214444952}",2018-01-01,DKK,2021-01-01
2020-10-30,"{'EUR': 0.1342894744, 'USD': 0.1570918271, 'GBP': 0.1211398491}",2018-01-01,DKK,2021-01-01
2020-11-02,"{'EUR': 0.1343093144, 'USD': 0.1564972131, 'GBP': 0.1209495669}",2018-01-01,DKK,2021-01-01
2020-11-03,"{'EUR': 0.1342966882, 'USD': 0.1571539846, 'GBP': 0.120923424}",2018-01-01,DKK,2021-01-01
2020-11-04,"{'EUR': 0.1342894744, 'USD': 0.1574006929, 'GBP': 0.1207987538}",2018-01-01,DKK,2021-01-01
2020-11-05,"{'EUR': 0.134287671, 'USD': 0.159198034, 'GBP': 0.1214631985}",2018-01-01,DKK,2021-01-01
2020-11-06,"{'EUR': 0.1342408011, 'USD': 0.159343831, 'GBP': 0.1213939565}",2018-01-01,DKK,2021-01-01
2020-11-09,"{'EUR': 0.1342714431, 'USD': 0.1595547559, 'GBP': 0.1211450669}",2018-01-01,DKK,2021-01-01
2020-11-10,"{'EUR': 0.1343273558, 'USD': 0.1586137417, 'GBP': 0.1197971657}",2018-01-01,DKK,2021-01-01
2020-11-11,"{'EUR': 0.1343508169, 'USD': 0.1580771711, 'GBP': 0.119484899}",2018-01-01,DKK,2021-01-01
2020-11-12,"{'EUR': 0.1343020991, 'USD': 0.1583556051, 'GBP': 0.1205562793}",2018-01-01,DKK,2021-01-01
2020-11-13,"{'EUR': 0.1342858678, 'USD': 0.1586587528, 'GBP': 0.1204315948}",2018-01-01,DKK,2021-01-01
2020-11-16,"{'EUR': 0.134264232, 'USD': 0.1588345865, 'GBP': 0.1205947905}",2018-01-01,DKK,2021-01-01
2020-11-17,"{'EUR': 0.134264232, 'USD': 0.1595327605, 'GBP': 0.1202806122}",2018-01-01,DKK,2021-01-01
2020-11-18,"{'EUR': 0.1341993666, 'USD': 0.1592678083, 'GBP': 0.1199379999}",2018-01-01,DKK,2021-01-01
2020-11-19,"{'EUR': 0.1342317915, 'USD': 0.1588230557, 'GBP': 0.1199736906}",2018-01-01,DKK,2021-01-01
2020-11-20,"{'EUR': 0.1342480098, 'USD': 0.159258414, 'GBP': 0.1200083234}",2018-01-01,DKK,2021-01-01
2020-11-23,"{'EUR': 0.1342786551, 'USD': 0.1598050274, 'GBP': 0.1193576109}",2018-01-01,DKK,2021-01-01
2020-11-24,"{'EUR': 0.1343652585, 'USD': 0.1594243792, 'GBP': 0.1196012039}",2018-01-01,DKK,2021-01-01
2020-11-25,"{'EUR': 0.1343742861, 'USD': 0.1597710262, 'GBP': 0.1197664575}",2018-01-01,DKK,2021-01-01
2020-11-26,"{'EUR': 0.1343724805, 'USD': 0.1599032518, 'GBP': 0.1197648482}",2018-01-01,DKK,2021-01-01
2020-11-27,"{'EUR': 0.1343815091, 'USD': 0.1602096352, 'GBP': 0.1201935094}",2018-01-01,DKK,2021-01-01
2020-11-30,"{'EUR': 0.1343869268, 'USD': 0.1609955384, 'GBP': 0.1207399344}",2018-01-01,DKK,2021-01-01
2020-12-01,"{'EUR': 0.1343345737, 'USD': 0.1607716178, 'GBP': 0.1206297605}",2018-01-01,DKK,2021-01-01
2020-12-02,"{'EUR': 0.1343399876, 'USD': 0.1620946291, 'GBP': 0.1215642548}",2018-01-01,DKK,2021-01-01
2020-12-03,"{'EUR': 0.1343381829, 'USD': 0.1632343261, 'GBP': 0.1213852953}",2018-01-01,DKK,2021-01-01
2020-12-04,"{'EUR': 0.1343562321, 'USD': 0.1633637426, 'GBP': 0.1212994935}",2018-01-01,DKK,2021-01-01
2020-12-07,"{'EUR': 0.1343490119, 'USD': 0.1629384816, 'GBP': 0.1225464512}",2018-01-01,DKK,2021-01-01
2020-12-08,"{'EUR': 0.1343435972, 'USD': 0.1627438336, 'GBP': 0.1224447848}",2018-01-01,DKK,2021-01-01
2020-12-09,"{'EUR': 0.1343562321, 'USD': 0.1626919615, 'GBP': 0.1209206089}",2018-01-01,DKK,2021-01-01
2020-12-10,"{'EUR': 0.1343670639, 'USD': 0.162785698, 'GBP': 0.1224083953}",2018-01-01,DKK,2021-01-01
2020-12-11,"{'EUR': 0.1343562321, 'USD': 0.1629338027, 'GBP': 0.1240027409}",2018-01-01,DKK,2021-01-01
2020-12-14,"{'EUR': 0.1343706749, 'USD': 0.1634216149, 'GBP': 0.1218742022}",2018-01-01,DKK,2021-01-01
2020-12-15,"{'EUR': 0.1343598425, 'USD': 0.1631128488, 'GBP': 0.121992019}",2018-01-01,DKK,2021-01-01
2020-12-16,"{'EUR': 0.1343815091, 'USD': 0.1637976214, 'GBP': 0.1208761674}",2018-01-01,DKK,2021-01-01
2020-12-17,"{'EUR': 0.1344122154, 'USD': 0.164601199, 'GBP': 0.1210382}",2018-01-01,DKK,2021-01-01
2020-12-18,"{'EUR': 0.1344212493, 'USD': 0.1647870095, 'GBP': 0.1220921323}",2018-01-01,DKK,2021-01-01
2020-12-21,"{'EUR': 0.1344067956, 'USD': 0.1636133923, 'GBP': 0.1231300655}",2018-01-01,DKK,2021-01-01
2020-12-22,"{'EUR': 0.1344067956, 'USD': 0.1645004771, 'GBP': 0.1225091061}",2018-01-01,DKK,2021-01-01
2020-12-23,"{'EUR': 0.1344447432, 'USD': 0.1635654746, 'GBP': 0.1219413821}",2018-01-01,DKK,2021-01-01
2020-12-24,"{'EUR': 0.1344284773, 'USD': 0.1639086424, 'GBP': 0.1207100512}",2018-01-01,DKK,2021-01-01
2020-12-28,"{'EUR': 0.1344790952, 'USD': 0.1643200065, 'GBP': 0.1215798604}",2018-01-01,DKK,2021-01-01
2020-12-29,"{'EUR': 0.1344411282, 'USD': 0.1648113791, 'GBP': 0.1221572423}",2018-01-01,DKK,2021-01-01
2020-12-30,"{'EUR': 0.1344212493, 'USD': 0.1650827363, 'GBP': 0.1213917976}",2018-01-01,DKK,2021-01-01
2020-12-31,"{'EUR': 0.134392345, 'USD': 0.1649128466, 'GBP': 0.1208227499}",2018-01-01,DKK,2021-01-01
